,A,SHDCA: Strong H-Bond donors composition of A,SHDAB: Strong H-Bond donors transition between A and B,SHDA0: Strong H-Bond donors distribution of 0.00A,SHDA1: Strong H-Bond donors distribution of 0.25A,SHDA2: Strong H-Bond donors distribution of 0.50A,SHDA3: Strong H-Bond donors distribution of 0.75A,SHDA4: Strong H-Bond donors distribution of 1.00A,MLFCA: Linear free energy composition of A,MLFCB: Linear free energy composition of B,MLFAB: Linear free energy transition between A and B,MLFA0: Linear free energy distribution of 0.00A,MLFA1: Linear free energy distribution of 0.25A,MLFA2: Linear free energy distribution of 0.50A,MLFA3: Linear free energy distribution of 0.75A,MLFA4: Linear free energy distribution of 1.00A,MLFB0: Linear free energy distribution of 0.00B,MLFB1: Linear free energy distribution of 0.25B,MLFB2: Linear free energy distribution of 0.50B,MLFB3: Linear free energy distribution of 0.75B,MLFB4: Linear free energy distribution of 1.00B,SHAAB: Strong H-Bond acceptors_3 transition between A and B,SHAAC: Strong H-Bond acceptors_3 transition between A and C,PHBAB: Potential Hydrogen Bonds_3 transition between A and B,PHBAC: Potential Hydrogen Bonds_3 transition between A and C,SHD: Strong H-Bond donors0,MLF: Linear free energy0,MLF: Linear free energy1,SHD: Strong H-Bond donors00,SHD: Strong H-Bond donors01,SHD: Strong H-Bond donors10,MLF: Linear free energy00,MLF: Linear free energy01,MLF: Linear free energy10,MLF: Linear free energy11,SHA: Strong H-Bond acceptors_301,SHA: Strong H-Bond acceptors_302,SHA: Strong H-Bond acceptors_310,SHA: Strong H-Bond acceptors_320,PHB: Potential Hydrogen Bonds_301,PHB: Potential Hydrogen Bonds_302,PHB: Potential Hydrogen Bonds_310,PHB: Potential Hydrogen Bonds_320,SHD: Strong H-Bond donors000,SHD: Strong H-Bond donors001,SHD: Strong H-Bond donors010,SHD: Strong H-Bond donors011,SHD: Strong H-Bond donors100,SHD: Strong H-Bond donors101,SHD: Strong H-Bond donors110,MLF: Linear free energy000,MLF: Linear free energy001,MLF: Linear free energy010,MLF: Linear free energy011,MLF: Linear free energy100,MLF: Linear free energy101,MLF: Linear free energy110,MLF: Linear free energy111,SHA: Strong H-Bond acceptors_3001,SHA: Strong H-Bond acceptors_3002,SHA: Strong H-Bond acceptors_3010,SHA: Strong H-Bond acceptors_3011,SHA: Strong H-Bond acceptors_3012,SHA: Strong H-Bond acceptors_3020,SHA: Strong H-Bond acceptors_3021,SHA: Strong H-Bond acceptors_3022,SHA: Strong H-Bond acceptors_3100,SHA: Strong H-Bond acceptors_3101,SHA: Strong H-Bond acceptors_3102,SHA: Strong H-Bond acceptors_3110,SHA: Strong H-Bond acceptors_3120,SHA: Strong H-Bond acceptors_3200,SHA: Strong H-Bond acceptors_3201,SHA: Strong H-Bond acceptors_3202,SHA: Strong H-Bond acceptors_3210,SHA: Strong H-Bond acceptors_3220,PHB: Potential Hydrogen Bonds_3001,PHB: Potential Hydrogen Bonds_3002,PHB: Potential Hydrogen Bonds_3010,PHB: Potential Hydrogen Bonds_3011,PHB: Potential Hydrogen Bonds_3012,PHB: Potential Hydrogen Bonds_3020,PHB: Potential Hydrogen Bonds_3021,PHB: Potential Hydrogen Bonds_3022,PHB: Potential Hydrogen Bonds_3100,PHB: Potential Hydrogen Bonds_3101,PHB: Potential Hydrogen Bonds_3102,PHB: Potential Hydrogen Bonds_3110,PHB: Potential Hydrogen Bonds_3120,PHB: Potential Hydrogen Bonds_3200,PHB: Potential Hydrogen Bonds_3201,PHB: Potential Hydrogen Bonds_3202,PHB: Potential Hydrogen Bonds_3210,PHB: Potential Hydrogen Bonds_3220
21,ENST00000499180.2,0.801956,0.308824,0.00489,0.242054,0.501222,0.748166,0.99511,0.586797,0.413203,0.544118,0.00489,0.232274,0.481663,0.748166,0.99511,0.002445,0.278729,0.508557,0.753056,1.0,0.284314,0.176471,0.279412,0.264706,801.955994,586.797058,413.202942,647.921753,154.034225,154.034225,315.403412,271.393646,271.393646,139.364304,132.029343,97.799515,151.589249,78.239609,117.359413,154.034225,161.369186,110.024452,518.337402,129.584351,117.359413,36.674816,129.584351,24.449879,34.229828,168.704163,146.699265,173.594131,97.799515,146.699265,124.694374,95.354523,41.564793,66.014671,53.78973,51.344742,63.569683,17.114914,39.119804,29.339853,29.339853,68.459656,53.78973,29.339853,56.234718,24.449879,51.344742,12.224939,14.669927,44.009781,14.669927,80.684593,66.014671,92.909538,24.449879,0.0,80.684593,36.674816,36.674816,70.904648,26.894865,63.569683,39.119804,0.0,75.794624,9.779951,24.449879,29.339853,26.894865
22,ENST00000515108.1,0.727182,0.405689,0.000998,0.264339,0.521197,0.774065,1.0,0.440898,0.559102,0.515968,0.002494,0.286284,0.553616,0.792519,0.999501,0.000499,0.221446,0.469327,0.704239,1.0,0.206088,0.269461,0.258483,0.257485,727.182068,440.897766,559.102234,524.189514,202.493759,202.992523,183.042389,257.855347,257.855347,300.748138,94.763092,143.142151,111.221947,126.18454,115.710724,142.144638,142.643387,115.211967,384.039886,139.650879,151.620941,50.872818,140.149628,62.842892,50.872818,86.783043,96.259354,121.197006,136.159607,96.259354,161.596008,136.658356,164.089783,37.406483,69.326683,42.892769,31.421446,20.448877,66.334167,34.413963,41.895264,42.892769,34.413963,33.915211,29.426434,24.937656,63.840401,22.942644,39.401497,38.902744,34.91272,50.872818,45.386532,56.857857,39.401497,18.952618,64.339149,43.391521,34.413963,50.374065,36.90773,55.361595,42.394016,22.942644,45.885288,27.930174,41.396507,43.391521,27.930174
23,ENST00000508913.5,0.731718,0.395238,0.000865,0.263955,0.528775,0.771527,1.0,0.442666,0.557334,0.520346,0.002164,0.284725,0.55344,0.794029,0.999567,0.000433,0.220684,0.461272,0.708351,1.0,0.20303,0.273593,0.2671,0.253247,731.717896,442.665527,557.334473,533.967957,197.317184,197.749893,182.604935,260.060577,260.060577,296.841187,93.898743,144.526184,109.043701,128.948502,120.294243,139.766342,146.689743,113.370834,393.768921,139.766342,144.958893,52.358288,140.199051,57.550842,52.358288,84.811768,97.793159,121.592384,138.035477,97.793159,162.26741,138.468201,158.373001,40.675034,69.2341,42.838596,30.722631,20.337517,67.503242,32.886196,43.704025,43.271313,32.020771,33.751621,26.3955,25.530073,66.637817,21.202942,41.107746,39.809605,35.915188,53.656425,44.136738,60.147121,40.242321,19.47209,61.445263,41.973171,36.3479,50.627434,38.511467,57.550842,44.136738,21.202942,47.16573,28.126352,38.078754,42.405884,30.722631
24,ENST00000426529.6,0.771195,0.339945,0.000248,0.259296,0.505949,0.752355,0.999504,0.556767,0.443233,0.542524,0.001983,0.27764,0.529995,0.761031,0.999504,0.000248,0.217898,0.46232,0.736986,1.0,0.266055,0.190429,0.262336,0.280188,771.194824,556.767456,443.232513,601.14032,170.054535,169.806641,285.572632,271.194855,271.194855,171.78978,120.228058,107.833412,145.761032,82.54834,115.022308,156.172531,147.248383,123.946457,474.714935,126.425385,126.673279,43.38126,126.17749,43.62915,43.133366,160.138824,125.433815,165.344574,105.850273,125.433815,145.761032,105.850273,65.69162,67.178978,53.296974,58.998512,40.654438,20.575111,44.124939,36.688152,27.020327,73.872086,40.158653,31.730293,46.108082,15.121468,46.851761,12.890431,22.806149,40.654438,23.301933,55.528011,69.9058,80.317307,28.507685,6.197323,85.027267,31.482399,39.662865,65.443726,35.696579,46.108082,36.440258,6.197323,59.990086,23.79772,40.158653,30.490828,32.721863
25,ENST00000382215.3,0.723394,0.376019,0.000479,0.246405,0.473154,0.744008,1.0,0.474593,0.525407,0.551079,0.000479,0.276127,0.471716,0.72627,0.999521,0.000959,0.223394,0.525887,0.767977,1.0,0.258513,0.222062,0.258513,0.292566,723.394043,474.592529,525.407471,534.995178,187.919464,187.919464,198.945343,275.647186,275.167786,249.7603,116.011505,124.161072,142.377762,97.794823,106.903168,168.744003,151.486099,123.681686,403.16394,131.351868,124.161072,63.758389,131.831253,56.088207,63.758389,96.836052,102.109299,134.228195,140.93959,102.109299,173.058487,140.93959,108.820709,57.046978,64.717163,62.320229,34.036434,19.654842,49.376797,35.953979,38.35091,68.552254,41.706615,32.118889,39.309685,18.216682,53.211887,17.25791,27.325024,40.268456,30.201342,41.22723,60.882072,62.320229,35.953979,8.149569,71.907959,39.309685,57.526367,52.732502,42.186001,56.567593,48.418026,9.108341,49.376797,23.489933,50.814957,40.747841,42.66539
26,ENST00000501008.2,0.706533,0.420664,0.000527,0.265016,0.530558,0.768704,1.0,0.485248,0.514752,0.504481,0.001054,0.303477,0.601159,0.807692,1.0,0.000527,0.213909,0.423604,0.657007,0.997366,0.269373,0.233527,0.205588,0.298893,706.533203,485.24762,514.75238,495.785034,210.221283,210.221283,232.876709,251.84404,252.370911,262.381439,128.02951,123.287674,141.201263,110.115913,89.0411,162.802948,116.438354,135.932556,360.379333,134.878815,151.211807,59.009483,134.878815,75.342468,59.009483,130.136993,102.212852,130.136993,121.707062,102.739723,149.631195,121.707062,140.674393,64.805061,62.697575,67.966278,40.042149,19.494204,61.116966,26.343519,35.827187,64.278191,48.472076,28.451,41.09589,20.021074,63.224445,14.752371,32.139095,32.139095,28.451,40.042149,62.170708,48.998947,25.28978,14.752371,81.138039,40.042149,41.622761,44.257114,26.343519,45.837723,31.612223,14.2255,58.482613,22.655426,54.794521,35.300316,40.569019
27,ENST00000438608.5,0.739048,0.39313,0.001905,0.255238,0.497143,0.758095,1.0,0.459048,0.540952,0.572519,0.001905,0.219048,0.472381,0.744762,1.0,0.00381,0.28,0.51619,0.754286,0.998095,0.246183,0.209924,0.267176,0.305344,739.047607,459.047607,540.952393,540.952393,196.190475,196.190475,171.428574,285.714294,285.714294,255.238098,110.476189,118.095238,135.238098,91.428574,102.85714,182.857147,163.809525,121.904762,388.571442,150.476196,140.952377,55.238094,152.380951,43.809525,55.238094,51.42857,120.0,131.428574,154.285721,120.0,163.809525,154.285721,100.952377,51.42857,68.571426,59.047619,34.285713,17.142857,38.095238,36.190475,43.809525,64.761902,41.904762,28.571428,36.190475,17.142857,53.333332,17.142857,20.952381,40.0,36.190475,45.714287,74.285713,53.333332,45.714287,3.809524,78.095238,53.333332,51.42857,57.142857,40.0,64.761902,64.761902,5.714286,62.857143,17.142857,41.904762,45.714287,38.095238
28,ENST00000398461.5,0.736385,0.352362,0.00029,0.238992,0.48146,0.744786,1.0,0.427289,0.572711,0.538974,0.000579,0.214658,0.424102,0.698436,0.99971,0.00029,0.294612,0.557937,0.776072,1.0,0.183425,0.263981,0.281078,0.257896,736.384705,427.288513,572.711487,559.96521,176.129776,176.129776,157.879486,269.409027,269.409027,303.012756,81.112396,142.526077,102.25956,121.378914,119.351097,150.057938,161.645416,107.763618,429.606018,130.069519,116.454231,59.675549,130.069519,46.060253,59.675549,66.628044,91.25145,125.434532,143.684814,91.25145,178.157593,143.684814,159.327927,52.723061,72.711472,44.032444,18.829664,18.25029,56.199306,28.679028,57.647739,54.75087,17.381227,30.127462,21.726536,17.381227,70.683662,11.008111,39.687138,36.50058,47.798378,40.556198,50.695248,60.254925,48.667439,10.13905,65.179604,36.790268,48.088066,49.246815,53.302433,59.096176,66.628044,9.269988,42.004635,25.492468,40.266514,34.472771,33.314022
29,ENST00000590274.1,0.784893,0.319079,0.003284,0.284072,0.520525,0.770115,0.998358,0.558292,0.441708,0.532895,0.003284,0.310345,0.563218,0.788177,0.998358,0.001642,0.174056,0.399015,0.669951,1.0,0.236842,0.217105,0.271382,0.261513,784.89325,558.292297,441.707703,625.615784,159.277512,159.277512,292.28244,266.009857,266.009857,174.055832,106.732346,119.868637,129.720856,96.880135,121.510674,144.499176,149.425293,116.584564,502.463043,123.15271,118.226601,39.408867,123.15271,36.124794,39.408867,169.129715,123.15271,160.91954,103.448273,123.15271,142.857147,103.448273,70.607552,64.039406,59.1133,59.1133,31.198687,16.420361,45.977013,37.76683,36.124794,65.681442,31.198687,32.840721,36.124794,19.704433,57.471264,11.494253,27.914614,34.482758,31.198687,62.397373,60.755337,82.101807,32.840721,6.568144,78.817734,31.198687,32.840721,62.397373,39.408867,47.619049,41.050903,4.926108,60.755337,19.704433,36.124794,26.272577,31.198687
30,ENST00000413421.5,0.761501,0.356364,0.001211,0.256659,0.51816,0.761501,1.0,0.601695,0.398305,0.501818,0.001211,0.27724,0.532688,0.790557,1.0,0.004843,0.230024,0.433414,0.697337,0.993947,0.307879,0.161212,0.197576,0.304242,761.501221,601.694885,398.305084,582.324463,177.966095,177.966095,349.878937,250.605331,250.605331,147.699753,141.646484,92.009682,165.859558,69.007263,84.745766,165.859558,112.590797,138.014526,449.152557,131.961258,133.171906,44.794189,131.961258,46.004841,44.794189,207.02179,141.646484,154.963684,95.641647,141.646484,108.958839,95.641647,52.058113,75.060532,52.058113,67.796608,56.900726,16.949152,39.951572,31.476997,20.581114,89.588379,49.636803,25.423729,69.007263,9.68523,37.530266,16.949152,14.527845,29.055691,19.370461,50.847458,90.799034,59.322033,19.370461,6.053269,95.641647,29.055691,41.162228,61.74334,18.159807,32.687653,27.845036,7.263923,79.903145,15.738499,42.372883,25.423729,35.108959
31,ENST00000517675.1,0.734853,0.375638,0.0003,0.278344,0.520696,0.759748,1.0,0.493701,0.506299,0.526853,0.0003,0.278944,0.538992,0.772645,1.0,0.0012,0.216857,0.470306,0.717457,0.9994,0.244524,0.227723,0.239724,0.287129,734.853027,493.701263,506.298737,546.790649,187.762451,187.762451,230.053986,263.347321,263.347321,242.951416,110.377922,125.674866,134.073181,101.979607,95.38092,167.9664,144.271149,119.076187,414.817047,131.67366,135.272949,52.489502,131.67366,56.088783,52.489502,124.775047,104.979004,133.17337,130.173965,104.979004,158.368332,130.173965,112.777443,62.687462,71.985603,60.287941,32.693462,17.396521,53.089382,32.093582,40.491901,71.085785,35.392921,27.594481,35.392921,13.4973,63.587284,12.297541,26.094782,38.392323,35.392921,42.291542,62.687462,56.388721,33.893223,5.09898,76.784645,44.091183,47.09058,56.088783,31.793642,56.388721,45.590881,8.09838,48.890221,21.29574,48.890221,42.291542,34.193161
32,ENST00000602618.1,0.765458,0.350427,0.002132,0.228145,0.488273,0.748401,1.0,0.518124,0.481876,0.566239,0.006397,0.251599,0.509595,0.754797,1.0,0.002132,0.234542,0.488273,0.73774,0.997868,0.200855,0.226496,0.273504,0.292735,765.458435,518.123657,481.876343,588.486145,174.840088,174.840088,234.54158,281.44989,283.582092,198.29425,89.552238,123.667374,110.874199,102.345413,117.27079,164.179108,155.650314,127.93177,449.893402,136.460556,125.799576,49.040512,136.460556,38.379532,49.040512,117.27079,117.27079,162.046906,119.402985,117.27079,164.179108,121.535179,76.759064,57.569298,66.098083,31.982943,40.511726,17.05757,46.908314,34.115139,42.643925,68.230278,23.454157,19.189766,40.511726,10.660981,55.437099,8.528785,38.379532,38.379532,44.776119,44.776119,72.494667,70.362473,40.511726,6.396588,91.684433,27.71855,44.776119,53.304905,46.908314,53.304905,57.569298,2.132196,63.965885,25.586353,38.379532,27.71855,34.115139
33,ENST00000577163.1,0.724138,0.392055,0.001724,0.277586,0.517241,0.768966,0.998276,0.451724,0.548276,0.573402,0.010345,0.294828,0.532759,0.765517,0.998276,0.001724,0.231034,0.474138,0.732759,1.0,0.222798,0.252159,0.28152,0.291883,724.137939,451.724152,548.275879,527.586182,196.551727,194.827591,165.517242,286.206909,286.206909,260.344818,100.0,136.206894,122.413795,115.517242,115.517242,170.689651,165.517242,120.689651,382.758606,144.827591,129.310349,65.517242,144.827591,50.0,65.517242,74.137932,91.379311,143.103455,141.379303,91.379311,194.827591,143.103455,117.241379,63.793102,56.896553,51.724136,22.413794,25.862068,60.344826,27.586206,48.275864,63.793102,20.689655,37.931034,25.862068,17.241379,58.620689,15.517241,41.379311,44.827587,36.206898,41.379311,50.0,74.137932,32.758621,8.620689,68.965515,43.103447,56.896553,37.931034,50.0,77.586205,51.724136,8.620689,53.448277,24.137932,43.103447,39.655174,43.103447
34,ENST00000487102.5,0.827858,0.290789,0.003942,0.273325,0.521682,0.764783,1.0,0.612352,0.387648,0.539474,0.003942,0.295664,0.553219,0.791064,0.998686,0.001314,0.187911,0.416557,0.668857,1.0,0.264474,0.197368,0.301316,0.238158,827.858093,612.352173,387.647827,681.997375,144.546646,145.860703,342.969788,269.382385,269.382385,116.951378,122.207619,109.067017,141.918533,88.042053,137.976349,131.406052,162.943497,106.438896,561.103821,119.579498,124.835739,19.710907,120.893562,24.967148,21.024967,199.737183,143.23259,186.596588,81.471748,143.23259,126.149803,82.785805,34.165573,68.331146,56.504601,57.818661,35.479633,28.90933,45.992115,39.421814,23.653088,69.645203,40.735874,31.537451,40.735874,30.223391,53.87648,13.140604,21.024967,43.363995,11.826544,80.157684,63.074902,106.438896,18.396847,11.826544,80.157684,34.165573,17.082787,77.529564,40.735874,44.678055,30.223391,9.198423,65.703026,17.082787,23.653088,26.281208,17.082787
35,ENST00000541775.5,0.729325,0.367862,0.000379,0.247344,0.49431,0.747155,1.0,0.488429,0.511571,0.569721,0.000379,0.248672,0.500759,0.746775,1.0,0.00019,0.250948,0.498293,0.752845,0.99981,0.256877,0.215709,0.273572,0.296149,729.324707,488.429443,511.570557,545.333862,183.801208,183.990891,203.528076,284.71167,284.901367,226.669189,113.998482,122.34446,142.830048,93.323219,114.75721,169.954483,158.763275,126.138084,409.142639,136.001511,122.154778,61.646435,136.191193,47.799698,61.646435,92.754173,110.773903,148.141129,136.570557,110.773903,173.93779,136.570557,90.098633,58.990894,64.301971,60.698029,31.487103,21.813354,49.127464,37.17754,36.039455,69.044006,42.298939,31.487103,37.17754,16.312595,54.248863,12.518969,26.555387,44.954475,27.883156,44.575115,66.198784,73.406677,34.142639,7.207891,74.734444,37.556904,57.663124,56.145676,43.057663,59.370258,47.04097,7.018209,54.628223,27.124432,44.385433,38.315628,44.195751
36,ENST00000409898.2,0.760714,0.352415,0.001786,0.25,0.492857,0.764286,0.998214,0.535714,0.464286,0.55814,0.003571,0.246429,0.501786,0.780357,0.998214,0.001786,0.25,0.494643,0.721429,1.0,0.255814,0.200358,0.271914,0.286225,760.714294,535.714294,464.285706,583.928589,176.785721,175.0,257.142853,278.571442,278.571442,183.928574,114.285713,112.5,141.071426,87.5,114.285713,164.285721,157.142853,121.428574,446.428558,137.5,128.571426,46.42857,135.714279,39.285713,46.42857,125.0,132.142853,157.142853,119.64286,132.142853,146.428574,119.64286,64.285713,64.285713,57.142857,48.214287,41.07143,25.0,41.07143,37.5,33.92857,67.85714,33.92857,37.5,50.0,21.428572,53.57143,16.071428,17.857143,42.857143,23.214285,62.5,69.64286,80.35714,28.571428,5.357143,76.785713,41.07143,44.642857,71.428574,26.785715,58.92857,41.07143,8.928572,60.714287,25.0,35.714287,33.92857,35.714287
37,ENST00000577661.1,0.739748,0.349131,0.003155,0.260252,0.504732,0.785489,1.0,0.417981,0.582019,0.469194,0.004732,0.33123,0.600946,0.839117,1.0,0.001577,0.176656,0.430599,0.675079,0.996845,0.178515,0.296998,0.271722,0.197472,739.74762,417.981079,582.018921,564.668762,173.501572,175.078857,182.965302,233.438492,235.015778,347.003143,78.864357,159.306,99.369087,137.223969,121.451103,111.987381,149.84227,85.1735,435.331238,127.760254,119.873817,53.627762,129.33754,45.741325,53.627762,93.059937,88.328079,100.946373,132.492111,89.905365,145.110413,134.069397,212.933746,41.009464,64.66877,37.854889,25.236593,15.772871,63.091484,31.545742,64.66877,48.895901,18.927444,31.545742,31.545742,20.504732,56.782333,18.927444,61.514194,29.968454,53.627762,41.009464,47.318611,66.246056,45.741325,9.463722,34.700314,39.432178,37.854889,50.473186,58.359623,41.009464,52.050472,17.350157,39.432178,22.08202,23.659306,31.545742,33.123028
38,ENST00000547799.5,0.712034,0.369315,0.000303,0.235829,0.49803,0.760533,1.0,0.432555,0.567445,0.538508,0.000303,0.22431,0.518642,0.814186,1.0,0.001516,0.261898,0.491361,0.712034,0.999697,0.221953,0.241055,0.266525,0.271983,712.033936,432.555328,567.444702,527.129456,184.601395,184.601395,163.079727,269.172485,269.172485,298.272217,93.967873,137.617462,127.917549,103.364655,103.364655,165.807816,163.079727,106.092758,395.877533,131.251892,117.611397,66.989998,130.948776,53.349499,66.989998,73.35556,89.724159,122.158226,147.014252,89.421036,179.448318,147.014252,151.25795,55.168232,67.293121,53.652622,21.521673,18.490452,49.408913,36.37466,51.833889,66.383751,25.15914,36.37466,25.15914,17.884207,55.774479,13.640497,33.94968,49.105789,36.071537,37.587147,52.137012,61.533798,35.768414,6.062443,60.624432,45.468323,59.715065,51.227646,45.468323,66.383751,57.290089,5.153077,38.193394,20.309185,47.287056,44.255836,40.315247
39,ENST00000458228.5,0.798717,0.305225,0.000611,0.255956,0.502443,0.74832,1.0,0.587966,0.412034,0.506263,0.002138,0.264203,0.527795,0.7584,1.0,0.000305,0.226023,0.467318,0.738546,0.998167,0.25359,0.194623,0.256645,0.249618,798.717163,587.96582,412.03421,645.998779,152.412949,152.718384,334.758698,252.901642,253.207092,158.827118,116.676849,107.513748,136.835678,87.049484,111.484421,141.417221,145.082474,108.124619,528.40564,117.28772,115.760536,36.652412,117.593155,35.125229,36.652412,201.282837,133.170441,161.270615,91.631035,133.475876,119.731216,91.93647,66.890656,67.196091,59.254734,64.141724,32.987171,19.547953,45.204643,31.765425,30.543678,76.359192,33.903481,26.573,37.874161,18.93708,50.091633,15.577275,21.380573,34.819794,22.907759,61.392792,71.777641,81.55162,25.351252,4.581552,79.719002,28.711058,32.987171,76.053757,31.459988,37.568722,36.041538,3.970678,57.422115,18.631643,32.070862,27.489309,24.434942
