,A,PSNCA: Primary or secondary nitrogens composition of A,PSNAB: Primary or secondary nitrogens transition between A and B,PSNA0: Primary or secondary nitrogens distribution of 0.00A,PSNA1: Primary or secondary nitrogens distribution of 0.25A,PSNA2: Primary or secondary nitrogens distribution of 0.50A,PSNA3: Primary or secondary nitrogens distribution of 0.75A,PSNA4: Primary or secondary nitrogens distribution of 1.00A,SLFAB: Sum of path lengths starting from oxygens_3 transition between A and B,SLFAC: Sum of path lengths starting from oxygens_3 transition between A and C,TPSAB: Topological polar surface area_3 transition between A and B,TPSAC: Topological polar surface area_3 transition between A and C,PSN: Primary or secondary nitrogens0,PSN: Primary or secondary nitrogens00,PSN: Primary or secondary nitrogens01,PSN: Primary or secondary nitrogens10,SLF: Sum of path lengths starting from oxygens_301,SLF: Sum of path lengths starting from oxygens_302,SLF: Sum of path lengths starting from oxygens_310,SLF: Sum of path lengths starting from oxygens_320,TPS: Topological polar surface area_301,TPS: Topological polar surface area_302,TPS: Topological polar surface area_310,TPS: Topological polar surface area_320,PSN: Primary or secondary nitrogens000,PSN: Primary or secondary nitrogens001,PSN: Primary or secondary nitrogens010,PSN: Primary or secondary nitrogens011,PSN: Primary or secondary nitrogens100,PSN: Primary or secondary nitrogens101,PSN: Primary or secondary nitrogens110,SLF: Sum of path lengths starting from oxygens_3001,SLF: Sum of path lengths starting from oxygens_3002,SLF: Sum of path lengths starting from oxygens_3010,SLF: Sum of path lengths starting from oxygens_3011,SLF: Sum of path lengths starting from oxygens_3012,SLF: Sum of path lengths starting from oxygens_3020,SLF: Sum of path lengths starting from oxygens_3021,SLF: Sum of path lengths starting from oxygens_3022,SLF: Sum of path lengths starting from oxygens_3100,SLF: Sum of path lengths starting from oxygens_3101,SLF: Sum of path lengths starting from oxygens_3102,SLF: Sum of path lengths starting from oxygens_3110,SLF: Sum of path lengths starting from oxygens_3120,SLF: Sum of path lengths starting from oxygens_3200,SLF: Sum of path lengths starting from oxygens_3201,SLF: Sum of path lengths starting from oxygens_3202,SLF: Sum of path lengths starting from oxygens_3210,SLF: Sum of path lengths starting from oxygens_3220,TPS: Topological polar surface area_3001,TPS: Topological polar surface area_3002,TPS: Topological polar surface area_3010,TPS: Topological polar surface area_3011,TPS: Topological polar surface area_3012,TPS: Topological polar surface area_3020,TPS: Topological polar surface area_3021,TPS: Topological polar surface area_3022,TPS: Topological polar surface area_3100,TPS: Topological polar surface area_3101,TPS: Topological polar surface area_3102,TPS: Topological polar surface area_3110,TPS: Topological polar surface area_3120,TPS: Topological polar surface area_3200,TPS: Topological polar surface area_3201,TPS: Topological polar surface area_3202,TPS: Topological polar surface area_3210,TPS: Topological polar surface area_3220
36,1AJU,0.8,0.344828,0.033333,0.2,0.466667,0.7,1.0,0.241379,0.310345,0.241379,0.344828,800.0,600.0,166.666672,166.666672,133.333328,133.333328,100.0,166.666672,166.666672,100.0,66.666664,233.333328,466.666656,100.0,133.333328,33.333332,100.0,66.666664,33.333332,66.666664,66.666664,100.0,0.0,33.333332,133.333328,0.0,0.0,66.666664,33.333332,0.0,0.0,0.0,66.666664,33.333332,66.666664,0.0,33.333332,33.333332,33.333332,66.666664,33.333332,66.666664,100.0,0.0,0.0,0.0,66.666664,0.0,0.0,33.333332,100.0,66.666664,66.666664,0.0,100.0
37,1O9M,0.863636,0.285714,0.045455,0.272727,0.5,0.727273,1.0,0.285714,0.285714,0.095238,0.380952,863.636353,681.818176,136.363632,136.363632,136.363632,136.363632,136.363632,136.363632,0.0,227.27272,90.909088,136.363632,500.0,136.363632,136.363632,0.0,136.363632,0.0,0.0,0.0,90.909088,90.909088,45.454544,0.0,136.363632,0.0,0.0,45.454544,45.454544,45.454544,45.454544,0.0,45.454544,90.909088,0.0,0.0,0.0,0.0,90.909088,0.0,0.0,0.0,90.909088,90.909088,45.454544,45.454544,0.0,45.454544,0.0,45.454544,45.454544,0.0,45.454544,90.909088,0.0
38,2F4S,0.857143,0.3,0.047619,0.238095,0.47619,0.761905,1.0,0.3,0.3,0.1,0.35,857.142883,666.666687,142.857147,142.857147,142.857147,142.857147,142.857147,142.857147,0.0,190.476196,95.238098,142.857147,476.190491,142.857147,142.857147,0.0,142.857147,0.0,0.0,0.0,95.238098,95.238098,47.619049,0.0,142.857147,0.0,0.0,47.619049,47.619049,47.619049,47.619049,0.0,47.619049,95.238098,0.0,0.0,0.0,0.0,95.238098,0.0,0.0,0.0,47.619049,95.238098,47.619049,47.619049,0.0,47.619049,0.0,47.619049,47.619049,0.0,47.619049,95.238098,0.0
39,1FMN,0.828571,0.294118,0.028571,0.257143,0.571429,0.8,1.0,0.294118,0.176471,0.176471,0.382353,828.571411,657.142883,142.857147,142.857147,142.857147,85.714287,142.857147,85.714287,85.714287,171.428574,85.714287,200.0,542.857117,85.714287,114.285713,28.571428,85.714287,57.142857,28.571428,85.714287,57.142857,85.714287,28.571428,28.571428,28.571428,28.571428,28.571428,85.714287,57.142857,0.0,28.571428,28.571428,57.142857,0.0,28.571428,28.571428,28.571428,0.0,85.714287,28.571428,28.571428,28.571428,57.142857,28.571428,85.714287,0.0,28.571428,57.142857,28.571428,28.571428,114.285713,57.142857,28.571428,28.571428,114.285713
40,2FD0,0.826087,0.272727,0.043478,0.347826,0.608696,0.782609,1.0,0.454545,0.272727,0.090909,0.318182,826.086975,652.173889,130.434784,130.434784,217.391312,130.434784,217.391312,130.434784,86.95652,130.434784,0.0,173.91304,521.739136,86.95652,86.95652,43.47826,130.434784,0.0,43.47826,86.95652,43.47826,130.434784,86.95652,0.0,86.95652,0.0,43.47826,43.47826,86.95652,43.47826,86.95652,0.0,86.95652,43.47826,0.0,0.0,43.47826,0.0,130.434784,0.0,43.47826,43.47826,43.47826,43.47826,0.0,0.0,0.0,0.0,0.0,130.434784,130.434784,43.47826,0.0,0.0,0.0
41,3D2X,0.792208,0.315789,0.012987,0.25974,0.480519,0.753247,1.0,0.289474,0.289474,0.131579,0.25,792.207764,623.376648,155.844162,155.844162,142.857147,142.857147,142.857147,142.857147,77.922081,103.896103,51.948051,142.857147,493.5065,129.870132,116.883118,38.96104,116.883118,25.974026,38.96104,51.948051,90.909088,103.896103,38.96104,0.0,90.909088,12.987013,38.96104,77.922081,38.96104,25.974026,38.96104,12.987013,51.948051,51.948051,25.974026,0.0,38.96104,51.948051,64.935066,0.0,25.974026,51.948051,25.974026,25.974026,51.948051,38.96104,0.0,0.0,12.987013,77.922081,77.922081,25.974026,38.96104,38.96104,38.96104
42,2ET4,0.863636,0.285714,0.045455,0.272727,0.5,0.727273,1.0,0.285714,0.285714,0.095238,0.380952,863.636353,681.818176,136.363632,136.363632,136.363632,136.363632,136.363632,136.363632,0.0,227.27272,90.909088,136.363632,500.0,136.363632,136.363632,0.0,136.363632,0.0,0.0,0.0,90.909088,90.909088,45.454544,0.0,136.363632,0.0,0.0,45.454544,45.454544,45.454544,45.454544,0.0,45.454544,90.909088,0.0,0.0,0.0,0.0,90.909088,0.0,0.0,0.0,90.909088,90.909088,45.454544,45.454544,0.0,45.454544,0.0,45.454544,45.454544,0.0,45.454544,90.909088,0.0
43,1NBK,0.823529,0.30303,0.029412,0.264706,0.5,0.735294,1.0,0.181818,0.242424,0.242424,0.333333,823.529419,647.058838,147.058823,147.058823,117.647057,88.235291,58.823528,147.058823,117.647057,147.058823,117.647057,176.470581,470.588226,147.058823,117.647057,29.411764,147.058823,0.0,29.411764,88.235291,88.235291,29.411764,29.411764,58.823528,58.823528,0.0,29.411764,58.823528,0.0,0.0,29.411764,58.823528,117.647057,29.411764,0.0,0.0,29.411764,0.0,58.823528,88.235291,29.411764,0.0,88.235291,0.0,58.823528,58.823528,0.0,58.823528,0.0,29.411764,29.411764,117.647057,29.411764,29.411764,58.823528
44,1KOC,0.785714,0.384615,0.071429,0.214286,0.5,0.642857,0.928571,0.307692,0.307692,0.230769,0.307692,785.714294,571.428589,214.285721,142.857147,71.428574,214.285721,214.285721,71.428574,71.428574,214.285721,142.857147,71.428574,357.142853,214.285721,142.857147,0.0,142.857147,0.0,0.0,0.0,214.285721,71.428574,0.0,0.0,71.428574,71.428574,0.0,142.857147,71.428574,0.0,0.0,0.0,71.428574,0.0,0.0,71.428574,0.0,0.0,71.428574,0.0,0.0,0.0,71.428574,0.0,142.857147,0.0,0.0,142.857147,0.0,0.0,0.0,71.428574,0.0,142.857147,0.0
45,1XPF,0.826087,0.272727,0.043478,0.347826,0.608696,0.782609,1.0,0.454545,0.272727,0.090909,0.318182,826.086975,652.173889,130.434784,130.434784,217.391312,130.434784,217.391312,130.434784,86.95652,130.434784,0.0,173.91304,521.739136,86.95652,86.95652,43.47826,130.434784,0.0,43.47826,86.95652,86.95652,173.91304,43.47826,0.0,86.95652,0.0,43.47826,86.95652,86.95652,0.0,43.47826,0.0,86.95652,43.47826,0.0,0.0,43.47826,0.0,86.95652,0.0,43.47826,43.47826,43.47826,0.0,43.47826,0.0,0.0,0.0,0.0,130.434784,86.95652,43.47826,43.47826,0.0,0.0
46,1EHT,0.878788,0.1875,0.030303,0.242424,0.454545,0.757576,1.0,0.25,0.125,0.125,0.40625,878.787903,757.575745,90.909088,90.909088,121.21212,60.60606,121.21212,60.60606,60.60606,181.818176,60.60606,212.121216,666.666687,90.909088,60.60606,30.30303,60.60606,0.0,30.30303,121.21212,60.60606,60.60606,30.30303,30.30303,30.30303,0.0,30.30303,121.21212,0.0,0.0,30.30303,0.0,30.30303,0.0,0.0,30.30303,30.30303,30.30303,121.21212,30.30303,30.30303,0.0,121.21212,30.30303,30.30303,30.30303,0.0,0.0,0.0,0.0,121.21212,30.30303,60.60606,30.30303,90.909088
47,1Q8N,0.868421,0.27027,0.026316,0.236842,0.473684,0.736842,1.0,0.324324,0.162162,0.189189,0.378378,868.421082,710.526306,131.578949,131.578949,184.210526,52.63158,131.578949,105.263161,105.263161,157.89473,78.947365,210.526321,552.631592,131.578949,131.578949,0.0,131.578949,0.0,0.0,157.89473,26.31579,105.263161,26.31579,52.63158,26.31579,26.31579,0.0,78.947365,26.31579,26.31579,26.31579,78.947365,105.263161,0.0,0.0,0.0,0.0,52.63158,78.947365,52.63158,0.0,52.63158,131.578949,0.0,26.31579,78.947365,0.0,0.0,0.0,0.0,78.947365,52.63158,78.947365,26.31579,78.947365
48,1F1T,0.868421,0.27027,0.026316,0.236842,0.473684,0.736842,1.0,0.324324,0.162162,0.189189,0.378378,868.421082,710.526306,131.578949,131.578949,184.210526,52.63158,131.578949,105.263161,105.263161,157.89473,78.947365,210.526321,552.631592,131.578949,131.578949,0.0,131.578949,0.0,0.0,157.89473,26.31579,105.263161,26.31579,52.63158,26.31579,26.31579,0.0,78.947365,26.31579,26.31579,26.31579,78.947365,105.263161,0.0,0.0,0.0,0.0,52.63158,78.947365,52.63158,0.0,52.63158,131.578949,0.0,26.31579,78.947365,0.0,0.0,0.0,0.0,78.947365,52.63158,78.947365,26.31579,78.947365
49,1J7T,0.863636,0.285714,0.045455,0.272727,0.5,0.727273,1.0,0.285714,0.285714,0.095238,0.380952,863.636353,681.818176,136.363632,136.363632,136.363632,136.363632,136.363632,136.363632,0.0,227.27272,90.909088,136.363632,500.0,136.363632,136.363632,0.0,136.363632,0.0,0.0,0.0,90.909088,90.909088,45.454544,0.0,136.363632,0.0,0.0,45.454544,45.454544,45.454544,45.454544,0.0,45.454544,90.909088,0.0,0.0,0.0,0.0,90.909088,0.0,0.0,0.0,90.909088,90.909088,45.454544,45.454544,0.0,45.454544,0.0,45.454544,45.454544,0.0,45.454544,90.909088,0.0
50,2BE0,0.863636,0.285714,0.045455,0.272727,0.5,0.727273,1.0,0.285714,0.285714,0.095238,0.380952,863.636353,681.818176,136.363632,136.363632,136.363632,136.363632,136.363632,136.363632,0.0,227.27272,90.909088,136.363632,500.0,136.363632,136.363632,0.0,136.363632,0.0,0.0,0.0,90.909088,90.909088,45.454544,0.0,136.363632,0.0,0.0,45.454544,45.454544,45.454544,45.454544,0.0,45.454544,90.909088,0.0,0.0,0.0,0.0,90.909088,0.0,0.0,0.0,90.909088,90.909088,45.454544,45.454544,0.0,45.454544,0.0,45.454544,45.454544,0.0,45.454544,90.909088,0.0
51,1NTB,0.888889,0.235294,0.055556,0.222222,0.444444,0.722222,1.0,0.294118,0.176471,0.176471,0.294118,888.888916,722.222229,111.111115,111.111115,166.666672,55.555557,111.111115,111.111115,55.555557,166.666672,111.111115,111.111115,611.111084,111.111115,111.111115,0.0,55.555557,0.0,0.0,166.666672,55.555557,111.111115,0.0,55.555557,55.555557,0.0,0.0,111.111115,0.0,0.0,0.0,55.555557,55.555557,0.0,0.0,0.0,0.0,0.0,55.555557,55.555557,0.0,0.0,0.0,0.0,166.666672,0.0,0.0,55.555557,0.0,0.0,55.555557,55.555557,0.0,55.555557,111.111115
52,1J7T,0.863636,0.285714,0.045455,0.272727,0.5,0.727273,1.0,0.285714,0.285714,0.095238,0.380952,863.636353,681.818176,136.363632,136.363632,136.363632,136.363632,136.363632,136.363632,0.0,227.27272,90.909088,136.363632,500.0,136.363632,136.363632,0.0,136.363632,0.0,0.0,0.0,90.909088,90.909088,45.454544,0.0,136.363632,0.0,0.0,45.454544,45.454544,45.454544,45.454544,0.0,45.454544,90.909088,0.0,0.0,0.0,0.0,90.909088,0.0,0.0,0.0,90.909088,90.909088,45.454544,45.454544,0.0,45.454544,0.0,45.454544,45.454544,0.0,45.454544,90.909088,0.0
53,1YKV,0.842105,0.27027,0.026316,0.210526,0.447368,0.736842,1.0,0.216216,0.216216,0.216216,0.405405,842.105286,684.21051,131.578949,131.578949,105.263161,105.263161,105.263161,105.263161,105.263161,184.210526,105.263161,210.526321,552.631592,105.263161,105.263161,26.31579,105.263161,26.31579,26.31579,105.263161,52.63158,78.947365,26.31579,0.0,78.947365,0.0,26.31579,78.947365,0.0,26.31579,0.0,0.0,78.947365,0.0,26.31579,26.31579,26.31579,52.63158,52.63158,78.947365,26.31579,0.0,78.947365,26.31579,78.947365,26.31579,26.31579,52.63158,26.31579,26.31579,78.947365,26.31579,78.947365,0.0,105.263161
54,1MWL,0.863636,0.285714,0.045455,0.272727,0.5,0.727273,1.0,0.285714,0.285714,0.095238,0.380952,863.636353,681.818176,136.363632,136.363632,136.363632,136.363632,136.363632,136.363632,0.0,227.27272,90.909088,136.363632,500.0,136.363632,136.363632,0.0,136.363632,0.0,0.0,0.0,90.909088,90.909088,45.454544,0.0,136.363632,0.0,0.0,45.454544,45.454544,45.454544,45.454544,0.0,45.454544,90.909088,0.0,0.0,0.0,0.0,90.909088,0.0,0.0,0.0,90.909088,90.909088,45.454544,45.454544,0.0,45.454544,0.0,45.454544,45.454544,0.0,45.454544,90.909088,0.0
55,2TOB,0.6,0.473684,0.05,0.25,0.55,0.75,0.95,0.210526,0.315789,0.210526,0.157895,600.0,350.0,250.0,200.0,50.0,200.0,150.0,100.0,100.0,100.0,100.0,50.0,100.0,250.0,100.0,100.0,200.0,0.0,100.0,0.0,100.0,50.0,0.0,0.0,0.0,50.0,100.0,50.0,0.0,100.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,100.0,0.0,0.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0
56,2OGN,0.809375,0.309135,0.000347,0.246528,0.495833,0.747917,1.0,0.273706,0.230636,0.180618,0.310872,809.375,654.513916,154.513885,154.513885,135.416672,116.666664,138.194443,113.888885,90.277779,155.208328,90.277779,155.555557,526.388916,128.125,124.652779,29.861111,127.777779,26.388889,29.861111,76.388885,67.361115,68.75,44.097221,22.569445,68.75,24.652779,23.263889,84.027779,25.0,29.166666,47.222221,23.611111,59.375,34.027779,20.138889,22.222221,21.527779,43.75,79.166664,41.666668,15.972222,32.638889,74.305557,30.902779,50.0,46.527779,14.930555,28.472221,18.402779,34.375,76.388885,31.597221,47.569443,30.208334,46.875
57,1XBP,0.809375,0.309135,0.000347,0.246528,0.495833,0.747917,1.0,0.273706,0.230636,0.180618,0.310872,809.375,654.513916,154.513885,154.513885,135.416672,116.666664,138.194443,113.888885,90.277779,155.208328,90.277779,155.555557,526.388916,128.125,124.652779,29.861111,127.777779,26.388889,29.861111,76.388885,67.361115,68.75,44.097221,22.569445,68.75,24.652779,23.263889,84.027779,25.0,29.166666,47.222221,23.611111,59.375,34.027779,20.138889,22.222221,21.527779,43.75,79.166664,41.666668,15.972222,32.638889,74.305557,30.902779,50.0,46.527779,14.930555,28.472221,18.402779,34.375,76.388885,31.597221,47.569443,30.208334,46.875
58,1F27,0.818182,0.4,0.090909,0.181818,0.363636,0.727273,1.0,0.1,0.4,0.3,0.1,818.181824,545.454529,181.818176,181.818176,0.0,181.818176,90.909088,181.818176,90.909088,90.909088,181.818176,0.0,363.636353,181.818176,181.818176,0.0,90.909088,0.0,0.0,0.0,90.909088,0.0,0.0,0.0,181.818176,0.0,0.0,0.0,0.0,90.909088,90.909088,0.0,90.909088,0.0,0.0,0.0,0.0,90.909088,90.909088,90.909088,0.0,0.0,0.0,90.909088,0.0,90.909088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.909088,0.0
59,2FD0,0.826087,0.272727,0.043478,0.347826,0.608696,0.782609,1.0,0.454545,0.272727,0.090909,0.318182,826.086975,652.173889,130.434784,130.434784,217.391312,130.434784,217.391312,130.434784,86.95652,130.434784,0.0,173.91304,521.739136,86.95652,86.95652,43.47826,130.434784,0.0,43.47826,86.95652,43.47826,130.434784,86.95652,0.0,86.95652,0.0,43.47826,43.47826,86.95652,43.47826,86.95652,0.0,86.95652,43.47826,0.0,0.0,43.47826,0.0,130.434784,0.0,43.47826,43.47826,43.47826,43.47826,0.0,0.0,0.0,0.0,0.0,130.434784,130.434784,43.47826,0.0,0.0,0.0
60,1NEM,0.782609,0.272727,0.043478,0.173913,0.434783,0.652174,1.0,0.318182,0.227273,0.136364,0.363636,782.608704,608.695679,130.434784,130.434784,130.434784,130.434784,173.91304,86.95652,43.47826,173.91304,86.95652,173.91304,434.782623,130.434784,86.95652,43.47826,130.434784,0.0,43.47826,86.95652,0.0,86.95652,43.47826,0.0,86.95652,0.0,43.47826,0.0,43.47826,130.434784,43.47826,0.0,86.95652,0.0,0.0,43.47826,0.0,43.47826,43.47826,0.0,0.0,43.47826,86.95652,86.95652,0.0,43.47826,0.0,43.47826,43.47826,0.0,86.95652,0.0,86.95652,43.47826,86.95652
61,1AM0,0.825,0.25641,0.025,0.25,0.5,0.8,1.0,0.25641,0.25641,0.076923,0.205128,825.0,675.0,125.0,125.0,125.0,125.0,125.0,125.0,50.0,75.0,25.0,125.0,550.0,100.0,75.0,50.0,100.0,25.0,50.0,100.0,50.0,50.0,75.0,0.0,75.0,0.0,50.0,50.0,25.0,50.0,75.0,0.0,100.0,0.0,25.0,0.0,50.0,50.0,50.0,0.0,25.0,25.0,50.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,125.0,0.0,0.0,0.0,50.0
62,2G9C,0.746269,0.424242,0.014925,0.223881,0.462687,0.716418,1.0,0.181818,0.212121,0.287879,0.212121,746.268677,522.388062,208.955231,208.955231,104.477615,89.552238,74.626869,119.402985,134.328354,104.477615,149.253738,104.477615,388.059692,119.402985,179.104477,29.850746,119.402985,89.552238,29.850746,89.552238,29.850746,44.776119,14.925373,44.776119,44.776119,29.850746,14.925373,44.776119,14.925373,14.925373,14.925373,59.701492,74.626869,0.0,44.776119,14.925373,14.925373,44.776119,74.626869,74.626869,14.925373,44.776119,44.776119,44.776119,14.925373,74.626869,59.701492,14.925373,29.850746,0.0,59.701492,29.850746,14.925373,44.776119,59.701492
63,2TOB,0.6,0.473684,0.05,0.25,0.55,0.75,0.95,0.210526,0.315789,0.210526,0.157895,600.0,350.0,250.0,200.0,50.0,200.0,150.0,100.0,100.0,100.0,100.0,50.0,100.0,250.0,100.0,100.0,200.0,0.0,100.0,0.0,100.0,50.0,0.0,0.0,0.0,50.0,100.0,50.0,0.0,100.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,100.0,0.0,0.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0
64,1AM0,0.825,0.25641,0.025,0.25,0.5,0.8,1.0,0.25641,0.25641,0.076923,0.205128,825.0,675.0,125.0,125.0,125.0,125.0,125.0,125.0,50.0,75.0,25.0,125.0,550.0,100.0,75.0,50.0,100.0,25.0,50.0,100.0,50.0,50.0,75.0,0.0,75.0,0.0,50.0,50.0,25.0,50.0,75.0,0.0,100.0,0.0,25.0,0.0,50.0,50.0,50.0,0.0,25.0,25.0,50.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,125.0,0.0,0.0,0.0,50.0
65,2ESJ,0.863636,0.285714,0.045455,0.272727,0.5,0.727273,1.0,0.285714,0.285714,0.095238,0.380952,863.636353,681.818176,136.363632,136.363632,136.363632,136.363632,136.363632,136.363632,0.0,227.27272,90.909088,136.363632,500.0,136.363632,136.363632,0.0,136.363632,0.0,0.0,0.0,90.909088,90.909088,45.454544,0.0,136.363632,0.0,0.0,45.454544,45.454544,45.454544,45.454544,0.0,45.454544,90.909088,0.0,0.0,0.0,0.0,90.909088,0.0,0.0,0.0,90.909088,90.909088,45.454544,45.454544,0.0,45.454544,0.0,45.454544,45.454544,0.0,45.454544,90.909088,0.0
66,2F4U,0.857143,0.3,0.047619,0.238095,0.47619,0.761905,1.0,0.3,0.3,0.1,0.35,857.142883,666.666687,142.857147,142.857147,142.857147,142.857147,142.857147,142.857147,0.0,190.476196,95.238098,142.857147,476.190491,142.857147,142.857147,0.0,142.857147,0.0,0.0,0.0,95.238098,95.238098,47.619049,0.0,142.857147,0.0,0.0,47.619049,47.619049,47.619049,47.619049,0.0,47.619049,95.238098,0.0,0.0,0.0,0.0,95.238098,0.0,0.0,0.0,47.619049,95.238098,47.619049,47.619049,0.0,47.619049,0.0,47.619049,47.619049,0.0,47.619049,95.238098,0.0
67,1F27,0.818182,0.4,0.090909,0.181818,0.363636,0.727273,1.0,0.1,0.4,0.3,0.1,818.181824,545.454529,181.818176,181.818176,0.0,181.818176,90.909088,181.818176,90.909088,90.909088,181.818176,0.0,363.636353,181.818176,181.818176,0.0,90.909088,0.0,0.0,0.0,90.909088,0.0,0.0,0.0,181.818176,0.0,0.0,0.0,0.0,90.909088,90.909088,0.0,90.909088,0.0,0.0,0.0,0.0,90.909088,90.909088,90.909088,0.0,0.0,0.0,90.909088,0.0,90.909088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.909088,0.0
68,2GIS,0.851064,0.236559,0.010638,0.255319,0.489362,0.755319,1.0,0.311828,0.172043,0.11828,0.322581,851.063843,723.404236,117.021278,117.021278,180.851059,63.829788,127.659576,106.38298,85.106384,127.659576,31.914894,191.489365,606.382996,106.38298,85.106384,31.914894,106.38298,10.638298,31.914894,95.744682,53.19149,74.468086,74.468086,21.276596,42.553192,0.0,21.276596,74.468086,42.553192,10.638298,53.19149,42.553192,63.829788,42.553192,0.0,0.0,21.276596,42.553192,74.468086,10.638298,21.276596,53.19149,74.468086,10.638298,42.553192,21.276596,10.638298,0.0,21.276596,53.19149,106.38298,31.914894,53.19149,0.0,63.829788
69,2ET8,0.863636,0.285714,0.045455,0.272727,0.5,0.727273,1.0,0.285714,0.285714,0.095238,0.380952,863.636353,681.818176,136.363632,136.363632,136.363632,136.363632,136.363632,136.363632,0.0,227.27272,90.909088,136.363632,500.0,136.363632,136.363632,0.0,136.363632,0.0,0.0,0.0,90.909088,90.909088,45.454544,0.0,136.363632,0.0,0.0,45.454544,45.454544,45.454544,45.454544,0.0,45.454544,90.909088,0.0,0.0,0.0,0.0,90.909088,0.0,0.0,0.0,90.909088,90.909088,45.454544,45.454544,0.0,45.454544,0.0,45.454544,45.454544,0.0,45.454544,90.909088,0.0
70,1TOB,0.777778,0.307692,0.037037,0.185185,0.481481,0.740741,1.0,0.307692,0.230769,0.192308,0.307692,777.777771,592.59259,148.148148,148.148148,111.111115,148.148148,185.185181,74.074074,74.074074,148.148148,111.111115,148.148148,407.40741,148.148148,111.111115,37.037037,148.148148,0.0,37.037037,74.074074,111.111115,111.111115,0.0,0.0,74.074074,37.037037,37.037037,111.111115,37.037037,37.037037,0.0,0.0,74.074074,0.0,0.0,74.074074,0.0,37.037037,37.037037,74.074074,0.0,0.0,74.074074,37.037037,37.037037,37.037037,0.0,74.074074,37.037037,37.037037,74.074074,37.037037,37.037037,0.0,37.037037
71,1Y27,0.75,0.447761,0.014706,0.264706,0.485294,0.720588,1.0,0.179104,0.238806,0.313433,0.208955,750.0,514.705872,220.588242,220.588242,102.941177,102.941177,73.529411,132.352936,147.058823,102.941177,161.764709,102.941177,367.647064,147.058823,205.882355,14.705882,132.352936,73.529411,14.705882,88.235291,44.117645,44.117645,14.705882,44.117645,44.117645,44.117645,14.705882,44.117645,0.0,29.411764,14.705882,73.529411,73.529411,14.705882,29.411764,14.705882,14.705882,58.823528,73.529411,102.941177,0.0,44.117645,44.117645,44.117645,14.705882,73.529411,58.823528,14.705882,14.705882,0.0,58.823528,29.411764,14.705882,44.117645,58.823528
72,1O15,0.878788,0.1875,0.030303,0.242424,0.454545,0.757576,1.0,0.25,0.125,0.125,0.40625,878.787903,757.575745,90.909088,90.909088,121.21212,60.60606,121.21212,60.60606,60.60606,181.818176,60.60606,212.121216,666.666687,90.909088,60.60606,30.30303,60.60606,0.0,30.30303,121.21212,60.60606,60.60606,30.30303,30.30303,30.30303,0.0,30.30303,121.21212,0.0,0.0,30.30303,0.0,30.30303,0.0,0.0,30.30303,30.30303,30.30303,121.21212,30.30303,30.30303,0.0,121.21212,30.30303,30.30303,30.30303,0.0,0.0,0.0,0.0,121.21212,30.30303,60.60606,30.30303,90.909088
73,2FCZ,0.826087,0.272727,0.043478,0.347826,0.608696,0.782609,1.0,0.454545,0.272727,0.090909,0.318182,826.086975,652.173889,130.434784,130.434784,217.391312,130.434784,217.391312,130.434784,86.95652,130.434784,0.0,173.91304,521.739136,86.95652,86.95652,43.47826,130.434784,0.0,43.47826,86.95652,43.47826,130.434784,86.95652,0.0,86.95652,0.0,43.47826,43.47826,86.95652,43.47826,86.95652,0.0,86.95652,43.47826,0.0,0.0,43.47826,0.0,130.434784,0.0,43.47826,43.47826,43.47826,43.47826,0.0,0.0,0.0,0.0,0.0,130.434784,130.434784,43.47826,0.0,0.0,0.0
74,1FYP,0.814815,0.307692,0.037037,0.259259,0.518519,0.740741,1.0,0.153846,0.307692,0.153846,0.346154,814.814819,629.629639,148.148148,148.148148,74.074074,148.148148,74.074074,148.148148,37.037037,185.185181,111.111115,148.148148,444.444458,148.148148,111.111115,37.037037,148.148148,0.0,37.037037,37.037037,111.111115,37.037037,37.037037,0.0,111.111115,0.0,37.037037,37.037037,0.0,37.037037,37.037037,0.0,111.111115,37.037037,0.0,0.0,37.037037,37.037037,37.037037,0.0,37.037037,0.0,74.074074,74.074074,37.037037,0.0,0.0,111.111115,37.037037,37.037037,111.111115,0.0,37.037037,74.074074,37.037037
75,1NEM,0.782609,0.272727,0.043478,0.173913,0.434783,0.652174,1.0,0.318182,0.227273,0.136364,0.363636,782.608704,608.695679,130.434784,130.434784,130.434784,130.434784,173.91304,86.95652,43.47826,173.91304,86.95652,173.91304,434.782623,130.434784,86.95652,43.47826,130.434784,0.0,43.47826,86.95652,0.0,86.95652,43.47826,0.0,86.95652,0.0,43.47826,0.0,43.47826,130.434784,43.47826,0.0,86.95652,0.0,0.0,43.47826,0.0,43.47826,43.47826,0.0,0.0,43.47826,86.95652,86.95652,0.0,43.47826,0.0,43.47826,43.47826,0.0,86.95652,0.0,86.95652,43.47826,86.95652
